Schengen State,Country where consulate is located,Consulate,Airport transit visas (ATVs) applied for, ATVs issued (including multiple),Multiple ATVs issued,ATVs not issued ,Not issued rate for ATVs,Uniform visas applied for,Total  uniform visas issued (including MEV),Multiple entry uniform visas (MEVs) issued,Share of MEVs on total number of uniform visas issued,Total LTVs issued,Uniform visas not issued,Not issued rate for uniform visas,Total ATVs and uniform visas applied for,"Total ATVs and uniform visas issued  (including multiple ATVs, MEVs and LTVs)",Total ATVs and uniform visas not issued,Not issued rate for ATVs and uniform visas,Year
France,SERBIA,BELGRADE,0.0,0.0,,0.0,,78.0,68.0,16.0,0.23529411764705882,0.0,1.0,0.014492753623188406,78.0,68.0,1.0,0.014492753623188406,2021
France,SINGAPORE,SINGAPORE,3.0,2.0,,0.0,0.0,2400.0,2283.0,990.0,0.4336399474375821,0.0,47.0,0.02017167381974249,2403.0,2285.0,47.0,0.020154373927958835,2021
France,SOUTH AFRICA,CAPE TOWN,10.0,9.0,,0.0,0.0,2661.0,2298.0,1392.0,0.6057441253263708,1.0,108.0,0.04486913169921063,2671.0,2308.0,108.0,0.04470198675496689,2021
France,SOUTH AFRICA,JOHANNESBURG,10.0,10.0,,0.0,0.0,4316.0,4019.0,2415.0,0.6008957452102514,1.0,167.0,0.03988535944590399,4326.0,4030.0,167.0,0.03979032642363593,2021
France,SOUTH KOREA,SEOUL,4.0,4.0,,0.0,0.0,160.0,134.0,19.0,0.1417910447761194,0.0,20.0,0.12987012987012986,164.0,138.0,20.0,0.12658227848101267,2021
France,SPAIN,MADRID,0.0,0.0,,0.0,,48.0,45.0,3.0,0.06666666666666667,8.0,1.0,0.018518518518518517,48.0,53.0,1.0,0.018518518518518517,2021
France,SRI LANKA,COLOMBO,32.0,25.0,,7.0,0.21875,1550.0,1122.0,405.0,0.3609625668449198,44.0,364.0,0.23790849673202613,1582.0,1191.0,371.0,0.23751600512163892,2021
France,SUDAN,KHARTOUM,2.0,2.0,,0.0,0.0,910.0,614.0,191.0,0.31107491856677527,85.0,197.0,0.21986607142857142,912.0,701.0,197.0,0.21937639198218262,2021
France,SURINAME,PARAMARIBO,0.0,0.0,,0.0,,35.0,32.0,10.0,0.3125,0.0,0.0,0.0,35.0,32.0,,,2021
France,SWEDEN,STOCKHOLM,0.0,0.0,,0.0,,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,,,2021
France,SWITZERLAND,GENEVA,0.0,0.0,,0.0,,15.0,15.0,4.0,0.26666666666666666,0.0,0.0,0.0,15.0,15.0,,,2021
France,TAIWAN,TAIPEI,0.0,0.0,,0.0,,19.0,17.0,6.0,0.35294117647058826,0.0,0.0,0.0,19.0,17.0,,,2021
France,TANZANIA,DAR ES SALAAM,0.0,0.0,,0.0,,569.0,390.0,120.0,0.3076923076923077,2.0,151.0,0.27808471454880296,569.0,392.0,151.0,0.27808471454880296,2021
France,THAILAND,BANGKOK,12.0,12.0,,0.0,0.0,4560.0,4062.0,1744.0,0.4293451501723289,0.0,325.0,0.07408251652609985,4572.0,4074.0,325.0,0.07388042736985678,2021
France,TOGO,LOME,10.0,8.0,,2.0,0.2,2637.0,2117.0,1191.0,0.5625885687293339,0.0,461.0,0.17882079131109388,2647.0,2125.0,463.0,0.17890262751159197,2021
France,TUNISIA,TUNIS,7.0,4.0,,2.0,0.3333333333333333,41756.0,27988.0,13890.0,0.49628412176647135,32.0,8822.0,0.2394549698713425,41763.0,28024.0,8824.0,0.23947025618758142,2021
France,TURKEY,ANKARA,4.0,3.0,,1.0,0.25,15592.0,12476.0,6863.0,0.5500961846745752,0.0,2644.0,0.17486772486772487,15596.0,12479.0,2645.0,0.17488759587410738,2021
France,TURKEY,ISTANBUL,3.0,2.0,,1.0,0.3333333333333333,29527.0,24213.0,13451.0,0.5555280221368686,0.0,3285.0,0.11946323368972289,29530.0,24215.0,3286.0,0.11948656412494091,2021
France,UGANDA,KAMPALA,2.0,2.0,,0.0,0.0,683.0,602.0,214.0,0.3554817275747508,0.0,35.0,0.054945054945054944,685.0,604.0,35.0,0.054773082942097026,2021
France,UKRAINE,KYIV,3.0,2.0,,1.0,0.3333333333333333,168.0,90.0,44.0,0.4888888888888889,0.0,45.0,0.3333333333333333,171.0,92.0,46.0,0.3333333333333333,2021
France,UNITED ARAB EMIRATES,ABU DHABI,62.0,61.0,,0.0,0.0,12018.0,10317.0,5764.0,0.5586895415333915,5.0,1261.0,0.10886644219977554,12080.0,10383.0,1261.0,0.10829611817244933,2021
France,UNITED KINGDOM,LONDON,392.0,373.0,,6.0,0.0158311345646438,19636.0,18257.0,5154.0,0.2823026784247138,2.0,909.0,0.04742278797996661,20028.0,18632.0,915.0,0.04681025221261575,2021
France,URUGUAY,MONTEVIDEO,0.0,0.0,,0.0,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,,,2021
France,USA,"WASHINGTON, DC",9.0,9.0,,0.0,0.0,7757.0,6975.0,1300.0,0.1863799283154122,3.0,516.0,0.0688550840672538,7766.0,6987.0,516.0,0.06877249100359856,2021
France,UZBEKISTAN,TASHKENT,0.0,0.0,,0.0,,1139.0,861.0,195.0,0.2264808362369338,10.0,100.0,0.10298661174047374,1139.0,871.0,100.0,0.10298661174047374,2021
France,VIETNAM,HANOI,0.0,0.0,,0.0,,454.0,397.0,294.0,0.7405541561712846,0.0,7.0,0.017326732673267328,454.0,397.0,7.0,0.017326732673267328,2021
France,VIETNAM,HO CHI MINH,1.0,0.0,,1.0,1.0,283.0,241.0,193.0,0.8008298755186722,0.0,8.0,0.0321285140562249,284.0,241.0,9.0,0.036,2021
France,ZIMBABWE,HARARE,28.0,28.0,,0.0,0.0,178.0,146.0,29.0,0.19863013698630136,0.0,19.0,0.11515151515151516,206.0,174.0,19.0,0.09844559585492228,2021
Germany,AFGHANISTAN,KABUL,,,,,,95.0,22.0,18.0,0.8181818181818182,6.0,67.0,0.7052631578947368,95.0,28.0,67.0,0.7052631578947368,2021
Germany,ALBANIA,TIRANA,,,,,,54.0,24.0,22.0,0.9166666666666666,19.0,11.0,0.2037037037037037,54.0,43.0,11.0,0.2037037037037037,2021
Germany,ALGERIA,ALGIERS,,,,,,2428.0,619.0,386.0,0.6235864297253635,1.0,1084.0,0.636150234741784,2428.0,620.0,1084.0,0.636150234741784,2021
Germany,ANGOLA,LUANDA,,,,,,354.0,328.0,157.0,0.47865853658536583,0.0,19.0,0.05475504322766571,354.0,328.0,19.0,0.05475504322766571,2021
Germany,ARGENTINA,BUENOS AIRES,5.0,5.0,5.0,0.0,0.0,14.0,12.0,12.0,1.0,0.0,1.0,0.07692307692307693,19.0,17.0,1.0,0.05555555555555555,2021
Germany,ARMENIA,YEREVAN,,,,,,2385.0,2158.0,1779.0,0.8243744207599629,0.0,215.0,0.09060261272650653,2385.0,2158.0,215.0,0.09060261272650653,2021
Germany,AUSTRALIA,SYDNEY,,,,,,7.0,2.0,2.0,1.0,1.0,3.0,0.5,7.0,3.0,3.0,0.5,2021
Germany,AUSTRIA,VIENNA,1.0,1.0,0.0,0.0,0.0,14.0,7.0,7.0,1.0,3.0,1.0,0.09090909090909091,15.0,11.0,1.0,0.08333333333333333,2021
Germany,AZERBAIJAN,BAKU,,,,,,3708.0,3243.0,2539.0,0.7829170521122417,0.0,396.0,0.10882110469909316,3708.0,3243.0,396.0,0.10882110469909316,2021
Germany,BAHRAIN,MANAMA,,,,,,2810.0,2655.0,2648.0,0.9973634651600753,4.0,140.0,0.050017863522686674,2810.0,2659.0,140.0,0.050017863522686674,2021
Germany,BANGLADESH,DHAKA,,,,,,439.0,363.0,358.0,0.9862258953168044,66.0,9.0,0.02054794520547945,439.0,429.0,9.0,0.02054794520547945,2021
Germany,BELARUS,MINSK,,,,,,6580.0,6484.0,5558.0,0.8571869216533005,3.0,84.0,0.012783442398417288,6580.0,6487.0,84.0,0.012783442398417288,2021
Germany,BELGIUM,BRUSSELS,,,,,,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,,,2021
Germany,BENIN,COTONOU,,,,,,201.0,160.0,104.0,0.65,0.0,34.0,0.17525773195876287,201.0,160.0,34.0,0.17525773195876287,2021
Germany,BOLIVIA,LA PAZ,,,,,,522.0,477.0,474.0,0.9937106918238994,0.0,8.0,0.016494845360824743,522.0,477.0,8.0,0.016494845360824743,2021
Germany,BOSNIA AND HERZEGOVINA,SARAJEVO,,,,,,236.0,181.0,159.0,0.8784530386740331,46.0,9.0,0.038135593220338986,236.0,227.0,9.0,0.038135593220338986,2021
Germany,BOTSWANA,GABORONE,,,,,,74.0,66.0,56.0,0.8484848484848485,0.0,8.0,0.10810810810810811,74.0,66.0,8.0,0.10810810810810811,2021
Germany,BRAZIL,RECIFE,,,,,,2.0,1.0,1.0,1.0,0.0,1.0,0.5,2.0,1.0,1.0,0.5,2021
Germany,BRAZIL,RIO DE JANEIRO,,,,,,7.0,7.0,7.0,1.0,0.0,0.0,0.0,7.0,7.0,,,2021
Germany,BRAZIL,SAO PAULO,1.0,0.0,0.0,1.0,1.0,3.0,3.0,2.0,0.6666666666666666,0.0,0.0,0.0,4.0,3.0,1.0,0.25,2021
Germany,BULGARIA,SOFIA,,,,,,419.0,402.0,391.0,0.972636815920398,5.0,12.0,0.028639618138424822,419.0,407.0,12.0,0.028639618138424822,2021
Germany,BURKINA FASO,OUAGADOUGOU,,,,,,321.0,267.0,266.0,0.9962546816479401,0.0,44.0,0.1414790996784566,321.0,267.0,44.0,0.1414790996784566,2021
Germany,CAMBODIA,PHNOM PENH,,,,,,98.0,89.0,69.0,0.7752808988764045,5.0,3.0,0.030927835051546393,98.0,94.0,3.0,0.030927835051546393,2021
Germany,CAMEROON,YAONDE,,,,,,339.0,224.0,81.0,0.36160714285714285,2.0,107.0,0.3213213213213213,339.0,226.0,107.0,0.3213213213213213,2021
Germany,CANADA,TORONTO,3.0,3.0,0.0,0.0,0.0,607.0,533.0,445.0,0.8348968105065666,16.0,51.0,0.085,610.0,552.0,51.0,0.0845771144278607,2021
Germany,CHILE,SANTIAGO DE CHILE,3.0,3.0,1.0,0.0,0.0,20.0,18.0,18.0,1.0,0.0,1.0,0.05263157894736842,23.0,21.0,1.0,0.045454545454545456,2021
Germany,CHINA,BEIJING,12.0,12.0,0.0,0.0,0.0,1577.0,1296.0,1250.0,0.9645061728395061,0.0,144.0,0.1,1589.0,1308.0,144.0,0.09917355371900827,2021
Germany,CHINA,CHENGDU,,,,,,224.0,207.0,207.0,1.0,0.0,10.0,0.04608294930875576,224.0,207.0,10.0,0.04608294930875576,2021
Germany,CHINA,GUANGZHOU (CANTON),,,,,,1009.0,919.0,806.0,0.8770402611534276,0.0,28.0,0.029567053854276663,1009.0,919.0,28.0,0.029567053854276663,2021
Germany,CHINA,SHANGHAI,4.0,4.0,0.0,0.0,0.0,1997.0,1410.0,1332.0,0.9446808510638298,0.0,465.0,0.248,2001.0,1414.0,465.0,0.2474720596061735,2021
Germany,CHINA,SHENYANG,,,,,,166.0,158.0,83.0,0.5253164556962026,0.0,6.0,0.036585365853658534,166.0,158.0,6.0,0.036585365853658534,2021
Germany,COLOMBIA,BOGOTA,,,,,,24.0,23.0,23.0,1.0,0.0,0.0,0.0,24.0,23.0,,,2021
Germany,CONGO (DEMOCRATIC REPUBLIC),KINSHASA,3.0,3.0,1.0,0.0,0.0,85.0,69.0,25.0,0.36231884057971014,0.0,13.0,0.15853658536585366,88.0,72.0,13.0,0.15294117647058825,2021
Germany,COSTA RICA,SAN JOSE,6.0,6.0,2.0,0.0,0.0,21.0,18.0,17.0,0.9444444444444444,1.0,1.0,0.05,27.0,25.0,1.0,0.038461538461538464,2021
Germany,COTE D'IVOIRE,ABIDJAN,,,,,,582.0,359.0,307.0,0.8551532033426184,0.0,207.0,0.3657243816254417,582.0,359.0,207.0,0.3657243816254417,2021
Germany,CROATIA,ZAGREB,,,,,,96.0,68.0,67.0,0.9852941176470589,0.0,27.0,0.28421052631578947,96.0,68.0,27.0,0.28421052631578947,2021
Germany,CUBA,HAVANA,1.0,1.0,1.0,0.0,0.0,900.0,598.0,515.0,0.8612040133779264,19.0,267.0,0.3020361990950226,901.0,618.0,267.0,0.3016949152542373,2021
Germany,CYPRUS,NICOSIA,3.0,3.0,3.0,0.0,0.0,789.0,559.0,411.0,0.7352415026833632,60.0,162.0,0.20742637644046094,792.0,622.0,162.0,0.2066326530612245,2021
Germany,CZECH REPUBLIC,PRAGUE,,,,,,1.0,,,,,,,1.0,,,,2021
Germany,DENMARK,COPENHAGEN,,,,,,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,,,2021
Germany,DOMINICAN REPUBLIC,SANTO DOMINGO,,,,,,778.0,625.0,333.0,0.5328,1.0,147.0,0.19016817593790428,778.0,626.0,147.0,0.19016817593790428,2021
Germany,ECUADOR,QUITO,2.0,2.0,2.0,0.0,0.0,1052.0,980.0,978.0,0.9979591836734694,0.0,71.0,0.0675547098001903,1054.0,982.0,71.0,0.06742640075973409,2021
Germany,EGYPT,CAIRO,,,,,,13996.0,9964.0,9925.0,0.9960859092733841,75.0,2988.0,0.22936977047670223,13996.0,10039.0,2988.0,0.22936977047670223,2021
Germany,EL SALVADOR,SAN SALVADOR,,,,,,5.0,5.0,5.0,1.0,0.0,0.0,0.0,5.0,5.0,,,2021
Germany,ESTONIA,TALLINN,,,,,,1.0,0.0,0.0,,1.0,0.0,0.0,1.0,1.0,,,2021
Germany,ETHIOPIA,ADDIS ABEBA,,,,,,931.0,704.0,230.0,0.32670454545454547,3.0,221.0,0.23814655172413793,931.0,707.0,221.0,0.23814655172413793,2021
Germany,FORMER YUGOSLAV REPUBLIC OF MACEDONIA,SKOPJE,,,,,,73.0,66.0,63.0,0.9545454545454546,0.0,7.0,0.0958904109589041,73.0,66.0,7.0,0.0958904109589041,2021
Germany,FRANCE,PARIS,,,,,,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,,,2021
Germany,GEORGIA,TBILISSI,,,,,,24.0,19.0,13.0,0.6842105263157895,4.0,1.0,0.041666666666666664,24.0,23.0,1.0,0.041666666666666664,2021
Germany,GHANA,ACCRA,1.0,1.0,1.0,0.0,0.0,2041.0,1479.0,1438.0,0.9722785665990534,0.0,550.0,0.2710694923607688,2042.0,1480.0,550.0,0.270935960591133,2021
Germany,GREECE,ATHENS,,,,,,9.0,7.0,6.0,0.8571428571428571,1.0,0.0,0.0,9.0,8.0,,,2021
Germany,GUATEMALA,GUATEMALA CITY,,,,,,15.0,12.0,12.0,1.0,0.0,2.0,0.14285714285714285,15.0,12.0,2.0,0.14285714285714285,2021
Germany,GUINEA,CONAKRY,2.0,2.0,2.0,0.0,0.0,460.0,215.0,57.0,0.2651162790697674,0.0,240.0,0.5274725274725275,462.0,217.0,240.0,0.5251641137855579,2021
Germany,HONDURAS,TEGUCIGALPA,,,,,,5.0,5.0,5.0,1.0,0.0,0.0,0.0,5.0,5.0,,,2021
Germany,HONG KONG S.A.R.,HONG KONG,2.0,2.0,1.0,0.0,0.0,137.0,132.0,127.0,0.9621212121212122,0.0,3.0,0.022222222222222223,139.0,134.0,3.0,0.021897810218978103,2021
Germany,INDIA,BANGALORE,3.0,3.0,3.0,0.0,0.0,660.0,621.0,532.0,0.856682769726248,0.0,38.0,0.057663125948406675,663.0,624.0,38.0,0.05740181268882175,2021
Germany,INDIA,CHENNAI,,,,,,7.0,7.0,7.0,1.0,0.0,0.0,0.0,7.0,7.0,,,2021
Germany,INDIA,KOLKATA,,,,,,125.0,119.0,119.0,1.0,0.0,0.0,0.0,125.0,119.0,,,2021
Germany,INDIA,MUMBAI,96.0,76.0,42.0,18.0,0.19148936170212766,14232.0,11837.0,11377.0,0.9611388020613331,0.0,2233.0,0.15870646766169155,14328.0,11913.0,2251.0,0.1589240327591076,2021
Germany,INDIA,NEW DELHI,83.0,51.0,50.0,32.0,0.3855421686746988,5425.0,4805.0,4784.0,0.9956295525494276,11.0,596.0,0.11012564671101256,5508.0,4867.0,628.0,0.11428571428571428,2021
Germany,INDONESIA,JAKARTA,,,,,,3149.0,2888.0,2876.0,0.9958448753462604,0.0,228.0,0.07317073170731707,3149.0,2888.0,228.0,0.07317073170731707,2021
Germany,IRAN,TEHERAN,70.0,46.0,18.0,24.0,0.34285714285714286,4903.0,3261.0,3114.0,0.9549218031278749,38.0,1558.0,0.3207741404158946,4973.0,3345.0,1582.0,0.32108788309316016,2021
Germany,IRAQ,BAGHDAD,,,,,,2326.0,1869.0,1783.0,0.9539860888175495,17.0,434.0,0.1870689655172414,2326.0,1886.0,434.0,0.1870689655172414,2021
Germany,IRAQ,ERBIL,,,,,,2817.0,1851.0,1706.0,0.9216639654240951,4.0,828.0,0.30860976518822214,2817.0,1855.0,828.0,0.30860976518822214,2021
Germany,IRELAND,DUBLIN,,,,,,229.0,215.0,209.0,0.9720930232558139,3.0,3.0,0.013574660633484163,229.0,218.0,3.0,0.013574660633484163,2021
Germany,ISRAEL,TEL AVIV,71.0,71.0,21.0,0.0,0.0,518.0,483.0,463.0,0.9585921325051759,2.0,32.0,0.061895551257253385,589.0,556.0,32.0,0.05442176870748299,2021
Germany,ITALY,ROME,,,,,,8.0,4.0,4.0,1.0,0.0,4.0,0.5,8.0,4.0,4.0,0.5,2021
Germany,JAMAICA,KINGSTON,23.0,18.0,15.0,5.0,0.21739130434782608,267.0,214.0,202.0,0.9439252336448598,0.0,41.0,0.1607843137254902,290.0,232.0,46.0,0.16546762589928057,2021
Germany,JAPAN,OSAKA,,,,,,61.0,61.0,55.0,0.9016393442622951,0.0,0.0,0.0,61.0,61.0,,,2021
Germany,JAPAN,TOKYO,,,,,,183.0,160.0,160.0,1.0,0.0,21.0,0.11602209944751381,183.0,160.0,21.0,0.11602209944751381,2021
Germany,JORDAN,AMMAN,,,,,,4543.0,3630.0,2909.0,0.8013774104683196,95.0,702.0,0.15857239665687825,4543.0,3725.0,702.0,0.15857239665687825,2021
Germany,KAZAKHSTAN,ALMATY,,,,,,2806.0,2253.0,1842.0,0.8175765645805593,3.0,536.0,0.19197707736389685,2806.0,2256.0,536.0,0.19197707736389685,2021
Germany,KAZAKHSTAN,NUR-SULTAN,,,,,,1859.0,1557.0,772.0,0.49582530507385997,2.0,237.0,0.1319599109131403,1859.0,1559.0,237.0,0.1319599109131403,2021
Germany,KENYA,NAIROBI,1.0,1.0,1.0,0.0,0.0,1430.0,1111.0,733.0,0.6597659765976598,8.0,269.0,0.19380403458213258,1431.0,1120.0,269.0,0.19366450683945285,2021
Germany,KOSOVO,PRISTINA,,,,,,18707.0,80.0,80.0,1.0,16746.0,1821.0,0.09765645948409932,18707.0,16826.0,1821.0,0.09765645948409932,2021
Germany,KUWAIT,KUWAIT,2.0,2.0,1.0,0.0,0.0,12734.0,12381.0,12368.0,0.998950004038446,6.0,338.0,0.02656188605108055,12736.0,12389.0,338.0,0.026557711950970377,2021
Germany,KYRGYZSTAN,BISHKEK,,,,,,1525.0,1313.0,464.0,0.3533891850723534,24.0,124.0,0.08487337440109514,1525.0,1337.0,124.0,0.08487337440109514,2021
Germany,LAOS,VIENTIANE,,,,,,24.0,12.0,12.0,1.0,1.0,0.0,0.0,24.0,13.0,,,2021
Germany,LEBANON,BEIRUT,13.0,7.0,7.0,6.0,0.46153846153846156,3468.0,2535.0,2532.0,0.9988165680473373,43.0,723.0,0.2190245380187822,3481.0,2585.0,729.0,0.21997585998792998,2021
Germany,LITHUANIA,VILNIUS,,,,,,52.0,51.0,51.0,1.0,0.0,1.0,0.019230769230769232,52.0,51.0,1.0,0.019230769230769232,2021
Germany,MALAYSIA,KUALA LUMPUR,,,,,,79.0,56.0,53.0,0.9464285714285714,0.0,23.0,0.2911392405063291,79.0,56.0,23.0,0.2911392405063291,2021
Germany,MALI,BAMAKO,,,,,,616.0,405.0,173.0,0.4271604938271605,0.0,176.0,0.3029259896729776,616.0,405.0,176.0,0.3029259896729776,2021
Germany,MAURITANIA,NOUAKCHOTT,,,,,,354.0,308.0,308.0,1.0,0.0,40.0,0.11494252873563218,354.0,308.0,40.0,0.11494252873563218,2021
Germany,MEXICO,MEXICO CITY,6.0,5.0,5.0,0.0,0.0,24.0,22.0,16.0,0.7272727272727273,0.0,0.0,0.0,30.0,27.0,,,2021
Germany,MOLDOVA,CHISINAU,18.0,11.0,11.0,7.0,0.3888888888888889,50.0,49.0,47.0,0.9591836734693877,0.0,1.0,0.02,68.0,60.0,8.0,0.11764705882352941,2021
Germany,MONGOLIA,ULAN BATOR,,,,,,505.0,467.0,340.0,0.728051391862955,0.0,22.0,0.044989775051124746,505.0,467.0,22.0,0.044989775051124746,2021
Germany,MONTENEGRO,PODGORICA,3.0,3.0,1.0,0.0,0.0,66.0,30.0,30.0,1.0,6.0,29.0,0.4461538461538462,69.0,39.0,29.0,0.4264705882352941,2021
Germany,MOROCCO,RABAT,,,,,,794.0,580.0,573.0,0.9879310344827587,0.0,187.0,0.2438070404172099,794.0,580.0,187.0,0.2438070404172099,2021
Germany,MOZAMBIQUE,MAPUTO,,,,,,114.0,97.0,36.0,0.3711340206185567,4.0,7.0,0.06481481481481481,114.0,101.0,7.0,0.06481481481481481,2021
Germany,MYANMAR,YANGON,,,,,,147.0,141.0,132.0,0.9361702127659575,0.0,1.0,0.007042253521126761,147.0,141.0,1.0,0.007042253521126761,2021
Germany,NAMIBIA,WINDHOEK,4.0,4.0,4.0,0.0,0.0,569.0,483.0,476.0,0.9855072463768116,0.0,57.0,0.10555555555555556,573.0,487.0,57.0,0.10477941176470588,2021
Germany,NEPAL,KATHMANDU,,,,,,1139.0,824.0,781.0,0.9478155339805825,0.0,291.0,0.2609865470852018,1139.0,824.0,291.0,0.2609865470852018,2021
Germany,NETHERLANDS,AMSTERDAM,,,,,,6.0,6.0,6.0,1.0,0.0,0.0,0.0,6.0,6.0,,,2021
Germany,NEW ZEALAND,WELLINGTON,,,,,,23.0,18.0,18.0,1.0,0.0,3.0,0.14285714285714285,23.0,18.0,3.0,0.14285714285714285,2021
Germany,NICARAGUA,MANAGUA,,,,,,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,,,2021
Germany,NIGERIA,ABUJA,102.0,98.0,76.0,1.0,0.010101010101010102,758.0,638.0,602.0,0.9435736677115988,77.0,34.0,0.04539385847797063,860.0,813.0,35.0,0.041273584905660375,2021
Germany,NIGERIA,LAGOS,268.0,219.0,165.0,49.0,0.1828358208955224,2564.0,1459.0,902.0,0.6182316655243317,6.0,1073.0,0.4227738376674547,2832.0,1684.0,1122.0,0.3998574483250178,2021
Germany,NORWAY,OSLO,,,,,,2.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,,,2021
Germany,OMAN,MUSCAT,,,,,,2213.0,2158.0,2157.0,0.9995366079703429,1.0,50.0,0.022634676324128564,2213.0,2159.0,50.0,0.022634676324128564,2021
Germany,PAKISTAN,ISLAMABAD,,,,,,2237.0,1661.0,1463.0,0.8807947019867549,44.0,508.0,0.22955264347040216,2237.0,1705.0,508.0,0.22955264347040216,2021
Germany,PAKISTAN,KARACHI,,,,,,1553.0,1202.0,1190.0,0.9900166389351082,54.0,162.0,0.11424541607898449,1553.0,1256.0,162.0,0.11424541607898449,2021
Germany,PALESTINIAN AUTHORITY,RAMALLAH,,,,,,1713.0,1368.0,1324.0,0.9678362573099415,143.0,192.0,0.11274221961244862,1713.0,1511.0,192.0,0.11274221961244862,2021
Germany,PANAMA,PANAMA CITY,,,,,,17.0,15.0,12.0,0.8,0.0,2.0,0.11764705882352941,17.0,15.0,2.0,0.11764705882352941,2021
Germany,PARAGUAY,ASUNCION,1.0,1.0,1.0,0.0,0.0,11.0,9.0,9.0,1.0,0.0,0.0,0.0,12.0,10.0,,,2021
Germany,PERU,LIMA,,,,,,11.0,11.0,11.0,1.0,0.0,0.0,0.0,11.0,11.0,,,2021
Germany,PHILIPPINES,MANILA,,,,,,7503.0,7371.0,7368.0,0.9995929995929996,0.0,79.0,0.010604026845637583,7503.0,7371.0,79.0,0.010604026845637583,2021
Germany,POLAND,WARSAW,,,,,,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,,,2021
Germany,QATAR,DOHA,1.0,1.0,1.0,0.0,0.0,9081.0,8364.0,8138.0,0.9729794356767097,341.0,316.0,0.0350293759006762,9082.0,8706.0,316.0,0.035025493238749726,2021
Germany,ROMANIA,BUCHAREST,,,,,,215.0,191.0,159.0,0.8324607329842932,0.0,24.0,0.11162790697674418,215.0,191.0,24.0,0.11162790697674418,2021
Germany,RUSSIAN FEDERATION,KALININGRAD,,,,,,1162.0,1132.0,1104.0,0.9752650176678446,0.0,26.0,0.022452504317789293,1162.0,1132.0,26.0,0.022452504317789293,2021
Germany,RUSSIAN FEDERATION,MOSCOW,,,,,,20063.0,16176.0,16159.0,0.9989490603363007,26.0,3774.0,0.18892671205446535,20063.0,16202.0,3774.0,0.18892671205446535,2021
Germany,RUSSIAN FEDERATION,NOVOSIBIRSK,,,,,,2303.0,2267.0,1707.0,0.752977503308337,0.0,8.0,0.0035164835164835165,2303.0,2267.0,8.0,0.0035164835164835165,2021
Germany,RUSSIAN FEDERATION,ST. PETERSBURG,,,,,,3525.0,3346.0,3120.0,0.9324566646742379,1.0,137.0,0.039322617680826635,3525.0,3347.0,137.0,0.039322617680826635,2021
Germany,RUSSIAN FEDERATION,YEKATERINBURG,,,,,,2212.0,1818.0,1799.0,0.9895489548954896,11.0,218.0,0.10649731314118221,2212.0,1829.0,218.0,0.10649731314118221,2021
Germany,RWANDA,KIGALI,,,,,,241.0,167.0,160.0,0.9580838323353293,35.0,34.0,0.1440677966101695,241.0,202.0,34.0,0.1440677966101695,2021
Germany,SAUDI ARABIA,JEDDAH,,,,,,2475.0,2341.0,2336.0,0.9978641606151217,0.0,81.0,0.03344343517753923,2475.0,2341.0,81.0,0.03344343517753923,2021
Germany,SAUDI ARABIA,RIYADH,3.0,0.0,0.0,3.0,1.0,12879.0,12499.0,12498.0,0.9999199935994879,51.0,306.0,0.023802115743621656,12882.0,12550.0,309.0,0.024029862353215647,2021
Germany,SENEGAL,DAKAR,,,,,,981.0,601.0,505.0,0.8402662229617305,1.0,375.0,0.38382804503582396,981.0,602.0,375.0,0.38382804503582396,2021
Germany,SERBIA,BELGRADE,4.0,3.0,2.0,1.0,0.25,787.0,758.0,752.0,0.9920844327176781,3.0,16.0,0.02059202059202059,791.0,764.0,17.0,0.02176696542893726,2021
Germany,SINGAPORE,SINGAPORE,7.0,6.0,4.0,1.0,0.14285714285714285,2433.0,2339.0,2336.0,0.9987174005985464,0.0,86.0,0.03546391752577319,2440.0,2345.0,87.0,0.03577302631578947,2021
Germany,SLOVENIA,LJUBLJANA,,,,,,116.0,2.0,2.0,1.0,65.0,40.0,0.37383177570093457,116.0,67.0,40.0,0.37383177570093457,2021
Germany,SOUTH AFRICA,CAPE TOWN,,,,,,1874.0,1692.0,1674.0,0.9893617021276596,1.0,149.0,0.08089033659066232,1874.0,1693.0,149.0,0.08089033659066232,2021
Germany,SOUTH AFRICA,PRETORIA,1.0,1.0,0.0,0.0,0.0,2805.0,2116.0,2108.0,0.996219281663516,1.0,363.0,0.14637096774193548,2806.0,2118.0,363.0,0.14631197097944376,2021
Germany,SOUTH KOREA,SEOUL,,,,,,63.0,51.0,42.0,0.8235294117647058,0.0,11.0,0.1774193548387097,63.0,51.0,11.0,0.1774193548387097,2021
Germany,SPAIN,MADRID,,,,,,5.0,1.0,1.0,1.0,4.0,0.0,0.0,5.0,5.0,,,2021
Germany,SRI LANKA,COLOMBO,,,,,,533.0,250.0,218.0,0.872,0.0,261.0,0.5107632093933464,533.0,250.0,261.0,0.5107632093933464,2021
